sex,eda_sdem,anios_esc,ur_coei,n_hog,n_pro_viv,h_mud,empleo
1,8,0,2,1,92,0,0
2,17,9,1,1,38,0,0
1,10,0,2,1,131,0,1
1,12,5,2,1,51,0,0
1,14,8,1,1,15,0,0
2,44,12,2,1,35,0,0
2,39,16,2,1,139,0,1
1,20,13,1,1,4,0,1
1,6,0,2,1,15,0,1
1,8,0,1,1,59,0,1
2,37,12,2,1,82,0,0
1,33,6,1,1,20,0,1
1,20,2,2,1,193,0,0
2,36,9,2,1,188,0,1
1,2,0,2,1,231,0,0
1,24,12,1,1,89,0,0
1,13,6,1,1,133,0,0
2,23,9,1,1,22,0,1
1,46,16,1,1,114,0,1
2,15,9,1,1,124,0,1
2,11,0,2,1,6,0,0
1,47,0,1,1,16,0,0
2,69,3,1,1,70,0,0
1,71,17,1,1,98,0,1
2,0,0,1,1,80,0,0
1,19,13,1,1,95,0,0
2,15,8,2,1,159,0,0
2,14,7,1,1,15,0,1
2,11,0,2,1,123,0,0
1,13,7,1,1,62,0,1
2,19,9,2,1,21,0,0
2,29,9,1,1,58,1,0
2,75,6,1,1,35,0,0
2,11,0,1,1,24,0,1
2,16,10,1,1,40,1,0
1,27,17,1,1,45,0,1
2,25,12,2,1,74,0,1
2,41,6,1,1,61,0,1
2,1,0,2,1,16,0,1
2,14,8,1,1,152,0,0
2,10,0,2,1,13,0,1
1,38,6,1,1,60,0,0
2,22,9,2,1,136,0,0
2,85,12,1,1,102,0,1
2,13,7,2,1,176,1,1
2,57,12,1,1,150,0,0
1,71,17,1,1,54,0,1
1,80,12,1,1,5,0,1
1,56,6,2,1,108,0,0
2,37,12,1,1,127,0,1
1,33,12,2,1,61,0,1
1,22,12,2,1,80,0,1
1,44,9,1,1,61,0,1
2,50,12,1,1,167,0,0
1,36,5,2,1,71,0,0
1,29,17,1,1,50,0,1
2,32,11,1,1,17,0,1
2,18,11,1,1,19,0,0
1,11,0,2,1,157,0,0
1,44,9,1,1,31,0,1
2,17,11,1,1,61,0,0
2,1,0,1,1,3,0,0
2,9,0,1,1,148,0,1
2,11,0,2,1,53,0,1
1,1,0,2,1,130,0,0
1,33,9,2,1,17,0,0
2,14,8,2,1,107,0,0
2,54,9,1,1,57,0,1
1,22,12,1,1,107,0,0
1,20,11,1,1,111,1,1
1,9,0,1,1,87,0,1
1,67,5,2,1,71,0,0
1,43,17,1,1,128,0,0
2,12,7,1,1,16,0,0
1,59,6,1,1,24,0,0
1,41,9,2,1,2,0,1
2,52,16,1,1,141,0,0
2,16,8,1,1,106,0,0
2,48,6,1,1,69,0,1
1,48,17,1,1,55,0,0
1,65,9,1,1,86,0,0
1,32,9,1,1,32,0,0
1,13,6,2,1,7,0,1
2,12,5,2,1,175,0,1
1,40,4,2,1,4,0,1
1,35,17,1,1,29,0,1
2,40,12,2,1,95,1,1
2,36,9,2,1,11,0,0
2,42,16,2,1,24,0,0
1,12,5,2,1,37,0,1
2,24,15,1,1,8,0,1
1,15,7,1,1,2,0,1
2,15,8,1,1,4,0,1
2,55,6,1,1,21,0,0
2,20,12,1,1,26,0,0
2,43,9,1,1,22,0,0
1,41,6,2,1,47,0,1
1,30,4,1,1,93,0,1
1,21,14,2,1,32,0,0
1,50,6,2,1,89,0,0
2,75,6,1,1,90,0,1
1,5,0,2,1,153,0,1
2,0,0,2,1,54,0,1
2,70,9,1,1,22,0,0
1,1,0,2,1,114,0,0
2,12,6,2,1,166,0,0
1,36,9,1,1,43,0,1
2,16,8,1,1,37,0,1
2,41,12,2,1,31,0,1
2,57,15,1,1,98,0,1
2,50,9,2,1,90,0,0
2,32,12,2,1,27,0,1
1,46,12,1,1,133,0,1
2,62,0,1,1,55,0,0
2,12,6,2,1,14,0,0
2,7,0,1,1,115,0,1
2,35,9,2,1,44,0,1
2,12,6,1,1,68,0,0
2,49,13,1,1,124,0,1
1,21,11,1,1,187,0,1
1,18,12,1,1,112,0,0
2,60,16,1,1,113,0,1
 , ,0,1,1,82,0,1
1,20,13,1,1,34,0,1
2,24,9,1,1,111,0,0
2,76,6,1,1,33,0,0
2,69,6,1,1,158,0,0
2,21,12,1,1,81,0,1
2,8,0,1,1,65,0,1
2,43,17,1,1,37,0,0
2,6,0,1,1,40,0,0
1,31,9,1,1,43,0,1
2,28,16,2,1,30,0,0
2,11,0,1,1,58,0,1
1,58,9,1,1,89,0,1
1,57,0,1,1,94,0,0
2,16,9,2,1,74,0,1
2,9,0,2,1,95,0,0
2,11,0,2,1,85,0,1
 , ,0,2,1,72,0,0
2,6,0,2,1,77,0,0
2,26,6,1,1,7,0,0
2,37,6,2,1,45,0,0
1,20,12,1,1,27,0,1
1,50,12,1,1,20,0,1
2,22,9,1,1,53,0,1
2,47,12,2,1,107,0,1
1,15,8,2,1,50,0,0
1,11,0,1,1,85,0,0
 , ,0,1,1,114,0,0
2,66,3,2,1,11,0,0
2,0,0,2,1,65,0,0
1,8,0,2,1,72,0,0
1,28,9,1,1,83,0,0
2,38,9,1,1,91,0,1
2,40,9,1,1,136,0,1
1,15,9,2,1,13,0,0
1,52,7,1,1,85,0,0
2,85,17,1,1,59,0,0
1,11,0,1,1,16,0,1
2,49,9,2,1,7,0,0
2,66,17,1,1,36,0,0
1,72,2,1,1,88,0,0
1,60,5,2,1,34,0,0
1,52,16,1,1,147,0,0
1,71,12,2,1,84,0,0
2,50,9,2,1,44,0,0
2,72,9,1,1,83,0,0
1,13,7,1,1,53,0,1
1,24,9,2,1,64,0,1
2,15,8,1,1,56,1,0
2,8,0,2,1,47,0,0
1,74,9,2,1,35,0,0
1,86,6,1,1,97,0,0
1,9,0,2,1,13,0,1
1,30,12,2,1,98,0,1
1,25,12,1,1,61,0,0
1,27,12,1,1,27,0,1
 , ,0,2,1,58,0,0
2,44,0,1,1,46,0,0
2,11,0,1,1,49,0,1
2,15,8,1,1,142,0,0
1,7,0,1,1,103,0,1
2,10,0,1,1,67,0,1
2,10,0,1,1,25,0,1
1,2,0,2,1,6,0,1
1,15,9,1,1,71,0,0
1,24,9,2,1,107,0,1
1,15,7,1,1,110,0,1
1,19,9,1,1,79,0,0
2,19,12,2,1,117,0,0
1,33,9,1,1,16,0,0
1,58,17,2,1,150,0,1
1,26,6,2,1,21,0,0
2,68,6,1,1,59,0,0
1,43,8,1,1,91,0,0
1,11,0,1,1,157,0,1
1,43,9,1,1,105,0,1
2,31,12,1,1,80,0,0
1,45,6,2,1,120,0,1
2,39,16,2,1,83,0,0
1,14,8,1,1,104,0,0
1,13,7,2,1,23,0,0
2,41,9,1,1,16,0,1
2,23,9,2,1,79,0,0
1,47,9,2,1,117,0,1
1,83,3,2,1,101,0,1
2,40,16,1,1,35,0,0
2,47,6,1,1,56,0,0
2,27,14,1,1,64,0,0
1,12,6,1,1,36,0,1
2,5,0,1,1,88,0,1
1,5,0,1,1,115,0,1
2,11,0,1,1,67,0,0
2,6,0,1,1,47,0,1
2,81,2,1,1,14,0,0
2,17,10,2,1,147,0,0
1,63,2,1,1,86,0,0
1,37,9,1,1,49,0,1
2,18,10,2,1,85,0,0
1,46,9,1,1,20,0,1
2,20,14,1,1,145,0,1
2,27,9,2,1,128,0,1
 , ,0,1,1,157,0,1
2,34,16,1,1,112,0,0
2,32,0,2,1,20,0,1
1,17,11,1,1,38,0,1
1,38,15,1,1,60,0,0
2,47,12,1,1,83,0,0
2,59,12,1,1,81,0,0
1,45,12,2,1,97,0,0
2,39,17,1,1,38,0,1
1,18,12,1,1,48,1,1
2,38,9,1,1,101,0,0
1,14,8,2,1,105,0,1
2,59,9,2,1,135,0,1
1,22,17,1,1,51,0,1
1,19,9,1,1,22,0,1
2,84,9,1,1,5,0,1
2,83,6,2,1,17,0,0
1,33,9,1,1,61,0,1
1,77,4,2,1,54,0,0
2,36,9,2,1,72,0,1
1,1,0,1,1,20,0,1
1,79,1,2,1,54,0,1
2,6,0,1,1,72,0,1
2,40,9,1,1,9,0,1
2,64,9,1,1,22,0,0
2,19,9,1,1,88,0,0
1,9,0,1,1,62,0,0
2,33,9,1,1,119,0,0
2,22,16,2,1,27,0,1
2,46,17,1,1,14,0,1
2,84,9,1,1,56,0,0
2,11,0,1,1,55,1,1
1,19,10,1,1,15,0,1
 , ,0,1,1,29,0,0
 , ,0,2,1,40,0,0
1,10,0,2,1,104,0,1
2,40,9,1,1,102,0,1
2,7,0,2,1,202,0,0
2,33,15,1,1,56,0,1
1,80,0,1,1,69,0,1
1,24,10,1,1,41,0,1
1,28,12,2,1,14,0,1
1,16,9,1,1,50,0,0
2,31,9,2,1,151,0,0
1,52,6,1,1,107,0,1
1,12,6,1,1,149,0,1
2,30,12,1,1,189,1,0
1,42,9,1,1,145,0,0
1,32,18,1,1,122,0,1
2,45,12,1,1,15,0,0
1,12,5,1,1,85,0,1
2,14,1,1,1,108,0,1
1,15,9,2,1,115,0,0
1,10,0,2,1,62,0,1
1,35,12,1,1,122,0,0
1,19,6,2,1,29,0,1
2,13,6,1,1,30,0,1
2,0,0,2,1,163,0,0
1,48,9,1,1,71,0,1
2,50,15,1,1,157,0,0
1,13,8,1,1,35,0,0
2,51,9,1,1,91,0,1
1,7,0,2,1,168,0,0
2,67,6,1,1,71,0,0
1,42,15,1,1,42,0,1
1,73,17,1,1,91,0,0
2,46,9,2,1,113,0,1
1,41,6,1,1,65,0,1
1,43,9,1,1,135,0,0
1,16,8,1,1,152,0,1
 , ,0,1,1,62,0,0
 , ,0,1,1,79,0,0
2,10,0,2,1,8,0,0
1,16,9,1,1,32,0,0
2,12,6,1,1,49,0,0
2,22,11,1,1,18,0,1
2,74,9,1,1,91,0,0
1,14,8,2,1,221,0,0
2,12,5,1,1,7,0,0
2,3,0,1,1,6,0,0
2,65,6,2,1,41,0,1
2,20,8,2,1,3,0,0
2,37,11,1,1,80,0,0
2,51,9,2,1,100,0,0
2,9,0,2,1,84,0,1
2,25,9,1,1,37,0,0
1,8,0,1,1,7,0,1
1,60,6,1,1,32,0,1
2,28,17,1,1,55,0,1
2,39,9,1,1,22,0,0
2,13,6,2,1,26,0,0
1,28,9,1,1,101,0,0
1,11,0,1,1,101,0,1
1,22,15,1,1,64,0,1
1,41,9,1,1,65,0,0
1,72,9,1,1,88,0,1
2,72,1,2,1,17,0,1
1,13,6,1,1,104,0,0
1,31,16,1,1,75,0,0
1,6,0,1,1,80,0,0
2,28,17,2,1,57,0,0
1,22,14,1,1,54,0,0
2,59,19,1,1,32,0,1
1,72,16,2,1,127,0,0
2,45,17,1,1,75,0,0
2,26,3,2,1,143,0,1
 , ,0,1,1,145,0,0
1,26,17,1,1,23,0,1
2,20,12,2,1,94,0,1
2,56,9,1,1,31,0,1
2,63,12,1,1,90,0,0
1,33,6,2,1,20,0,1
2,11,0,1,1,150,0,1
2,67,4,1,1,114,0,1
1,40,16,1,1,145,1,0
1,43,17,1,1,96,0,0
2,15,9,2,1,13,0,1
2,53,12,1,1,83,0,1
2,75,17,1,1,73,0,0
1,32,9,1,1,84,0,1
2,13,6,1,1,143,0,0
1,38,9,1,1,116,0,0
1,18,12,2,1,17,0,1
2,46,6,2,1,86,0,1
1,63,6,2,1,7,0,0
2,30,9,2,1,134,0,0
2,39,9,2,1,26,0,0
1,23,6,2,1,108,0,0
1,60,9,1,1,102,0,1
2,65,12,1,1,70,0,0
1,13,7,2,1,88,0,0
2,26,16,1,1,72,0,0
1,57,6,2,1,35,0,0
1,35,17,1,1,33,0,1
1,20,12,1,1,127,0,1
 , ,0,2,1,131,0,0
2,51,3,2,1,29,0,1
1,16,7,1,1,130,0,1
1,54,12,1,1,66,0,0
2,76,6,2,1,40,0,0
2,48,9,1,1,83,0,1
1,34,9,2,1,85,0,1
2,2,0,1,1,99,0,0
2,59,0,2,1,31,0,0
1,72,6,1,1,101,0,0
1,32,9,2,1,96,0,1
1,23,15,1,1,35,0,0
1,56,12,1,1,82,0,1
1,48,17,1,1,17,0,1
1,33,16,1,1,67,0,1
2,25,16,1,1,121,1,1
1,15,2,1,1,131,0,0
2,55,6,1,1,28,0,1
2,21,12,1,1,81,0,0
2,26,16,2,1,61,0,1
2,15,9,2,1,121,0,0
1,42,9,2,1,127,0,1
1,34,9,1,1,86,0,0
1,51,9,1,1,101,0,1
2,52,9,1,1,94,0,1
1,47,9,1,1,61,0,0
2,54,6,2,1,140,0,1
2,18,11,2,1,80,0,1
2,75,0,2,1,16,0,0
2,9,0,2,1,149,0,0
1,12,6,1,1,89,0,1
1,34,0,1,1,54,0,0
2,3,0,2,1,77,0,0
1,25,9,2,1,1,0,1
1,54,6,2,1,39,0,1
2,60,12,2,1,67,0,1
2,4,0,1,1,121,0,0
2,48,18,1,1,173,0,0
2,29,8,1,1,124,0,0
1,36,17,1,1,41,0,1
2,7,0,1,1,81,0,1
1,62,11,1,1,111,0,1
1,28,9,1,1,226,0,1
1,37,9,2,1,62,0,0
 , ,0,2,1,63,0,1
1,16,9,1,1,86,0,0
1,36,16,1,1,115,0,0
2,12,5,1,1,62,0,0
2,34,17,2,1,52,0,0
1,16,9,2,1,15,0,1
2,37,2,1,1,144,0,0
1,80,2,2,1,37,0,1
1,27,12,2,1,86,0,1
2,57,9,1,1,63,0,0
1,50,9,1,1,79,0,0
2,41,17,1,1,30,0,1
2,9,0,1,1,151,0,1
1,22,6,2,1,7,0,1
1,22,9,2,1,89,0,1
2,2,0,2,1,8,0,1
2,46,12,1,1,57,0,1
1,31,17,2,1,75,0,1
2,25,9,1,1,83,0,0
2,75,6,1,1,80,1,0
1,36,99,1,1,25,0,1
1,25,11,1,1,85,0,0
1,51,12,1,1,6,0,1
2,18,11,1,1,178,0,0
2,48,9,2,1,87,0,1
1,27,9,1,1,81,0,0
1,20,9,2,1,9,1,0
1,7,0,2,1,71,0,1
2,21,13,1,1,153,0,1
1,36,16,1,1,53,0,1
1,16,10,1,1,67,0,0
1,16,9,2,1,125,0,0
2,50,7,1,1,50,0,1
1,31,16,1,1,16,0,1
1,12,4,2,1,45,0,0
2,23,11,1,1,90,0,0
2,20,12,1,1,8,0,1
1,41,9,1,1,119,0,0
1,69,16,2,1,39,0,0
2,44,9,1,1,11,0,1
 , ,0,2,1,70,0,1
2,39,9,1,1,84,0,0
1,13,7,1,1,217,0,0
1,29,11,1,1,65,0,0
1,43,12,1,1,76,0,1
2,8,0,1,1,120,0,1
1,44,12,2,1,166,0,1
2,45,16,1,1,220,0,1
2,61,12,1,1,122,0,0
2,53,6,1,1,78,0,0
1,23,14,1,1,33,0,1
2,60,0,1,1,97,1,1
2,59,9,2,1,151,0,0
2,18,5,2,1,57,0,0
2,19,9,1,1,37,0,1
1,32,14,2,1,9,0,1
1,4,0,1,1,107,0,1
2,45,0,2,1,7,0,0
1,23,9,1,1,108,0,1
1,8,0,2,1,146,0,1
2,50,9,1,1,24,0,0
1,19,12,2,1,17,0,0
2,77,6,1,1,126,0,0
1,46,6,1,1,112,0,1
2,9,0,1,1,142,0,1
2,55,9,1,1,102,0,0
2,40,16,1,1,22,0,1
1,6,0,1,1,3,0,0
1,69,12,2,1,47,0,1
2,32,9,2,1,1,0,1
2,23,6,2,1,132,1,1
2,69,3,2,1,113,0,1
2,55,18,1,1,184,0,0
2,38,9,1,1,124,0,0
2,24,12,1,1,15,0,0
1,36,16,2,1,72,0,0
2,60,9,1,1,26,0,0
1,42,9,1,1,122,0,1
2,25,17,1,1,55,0,1
2,27,17,2,1,40,1,1
2,53,18,1,1,98,0,1
2,34,6,1,1,75,0,1
2,28,9,2,1,112,0,1
1,0,0,1,1,3,0,0
2,46,16,1,1,50,0,0
1,45,9,2,1,223,0,0
2,45,16,1,1,95,1,0
2,56,9,2,1,34,0,0
2,15,9,1,1,59,0,1
1,24,16,1,1,13,0,1
2,29,9,1,1,99,0,0
2,29,17,1,1,37,0,1
1,16,8,1,1,45,0,0
1,6,0,1,1,43,0,0
2,4,0,2,1,40,0,1
2,57,9,1,1,86,0,0
1,21,0,1,1,132,0,1
1,23,9,2,1,69,0,0
1,17,8,1,1,137,0,1
2,10,0,1,1,128,0,0
2,25,12,1,1,22,0,0
1,18,12,1,1,77,0,0
1,51,11,1,1,67,0,0
1,54,12,2,1,21,0,1
2,52,15,1,1,4,0,0
2,55,17,1,1,37,0,1
2,2,0,2,1,6,0,1
1,20,12,2,1,135,0,0
2,31,9,1,1,84,0,1
1,31,6,2,1,112,0,1
1,39,9,1,1,19,0,1
1,93,2,1,1,102,0,1
1,51,6,2,1,63,0,0
1,7,0,1,1,90,0,1
2,40,9,2,1,115,0,0
1,21,9,1,1,82,0,1
2,8,0,1,1,96,0,1
2,10,0,2,1,42,0,1
1,2,0,2,1,37,0,1
1,18,9,2,1,43,0,0
1,50,5,2,1,82,0,0
 , ,0,1,1,110,0,1
2,59,6,1,1,101,0,0
2,40,9,1,1,200,0,0
2,39,2,2,1,122,0,1
2,30,9,2,1,29,0,1
2,18,8,1,1,103,0,1
1,29,6,2,1,16,0,1
1,74,6,2,1,117,0,0
2,19,6,1,1,136,0,0
2,51,9,2,1,107,0,1
1,21,13,2,1,85,0,1
1,19,12,1,1,34,1,0
1,35,9,2,1,45,0,1
2,52,12,1,1,105,0,1
1,43,17,2,1,43,0,0
1,66,6,2,1,13,0,1
2,54,11,1,1,51,0,0
1,39,9,2,1,75,0,1
1,50,16,1,1,110,0,1
1,34,9,1,1,132,0,1
2,55,9,1,1,46,0,1
2,52,9,2,1,83,0,1
2,76,3,1,1,93,0,1
1,29,12,2,1,78,0,1
2,20,12,2,1,81,2,1
2,87,0,1,1,59,0,0
2,38,12,1,1,86,0,0
2,24,9,2,1,107,0,1
1,14,6,1,1,73,0,1
2,22,15,1,1,80,0,1
2,4,0,1,1,81,0,1
2,5,0,1,1,118,0,0
2,20,12,2,1,195,0,1
1,43,9,1,1,149,0,0
2,8,0,1,1,99,0,0
2,14,6,1,1,12,0,0
2,13,6,2,1,77,0,0
1,36,9,2,1,147,0,0
2,30,9,1,1,106,0,0
2,19,12,1,1,128,0,0
2,23,17,2,1,64,0,1
2,7,0,1,1,8,0,0
2,53,6,1,1,7,0,0
1,14,8,2,1,70,0,0
1,4,0,1,1,114,0,0
1,58,6,1,1,78,0,1
2,25,12,1,1,104,0,0
2,68,9,2,1,115,0,0
1,58,18,1,1,28,0,0
2,21,9,2,1,49,0,1
2,77,1,1,1,124,0,0
2,18,12,2,1,21,0,1
1,20,13,1,1,126,0,1
2,14,8,1,1,126,0,0
1,14,7,2,1,23,0,0
1,61,6,1,1,36,0,1
2,59,12,1,1,20,0,0
1,59,19,1,1,37,0,1
1,18,10,2,1,19,0,0
2,53,6,2,1,15,0,1
1,48,1,1,1,125,0,1
2,14,7,1,1,78,0,1
1,80,5,1,1,29,0,1
2,39,15,1,1,1,0,0
1,28,9,1,1,30,0,1
2,38,17,1,1,174,0,0
2,41,2,2,1,85,0,0
2,29,9,2,1,7,0,1
2,65,6,2,1,37,0,1
1,38,9,1,1,52,0,1
2,43,6,2,2,59,0,0
1,24,8,2,1,127,0,0
2,16,8,1,1,37,0,1
1,40,9,1,1,73,0,0
1,15,8,1,1,42,0,0
1,12,6,2,1,24,0,0
2,39,3,2,1,85,0,1
1,5,0,2,1,112,0,0
1,11,0,1,1,58,0,1
1,64,9,1,1,9,0,1
1,22,17,1,1,108,0,1
2,17,10,1,1,91,0,1
1,12,6,1,1,1,0,0
2,32,16,1,1,77,0,1
2,42,9,2,1,20,0,0
1,20,6,2,1,19,0,0
1,15,7,2,1,120,0,1
2,47,9,2,1,128,0,0
2,25,13,1,1,103,0,1
1,26,16,1,1,59,0,0
2,98,6,1,1,54,0,0
1,40,12,1,1,4,0,0
2,13,6,1,1,39,0,1
1,55,12,1,1,119,0,0
2,72,3,2,1,49,0,1
1,7,0,1,1,124,0,1
1,45,9,2,1,64,0,0
1,20,9,2,1,156,0,1
1,55,2,2,1,96,0,1
1,49,6,2,1,85,0,1
1,28,8,2,1,76,0,1
1,26,12,2,1,128,0,1
1,77,1,2,1,43,0,0
1,0,0,1,1,128,0,0
1,46,6,2,1,52,0,1
2,33,9,1,1,112,0,1
2,2,0,2,1,66,0,0
2,60,2,1,1,137,0,1
1,14,1,1,1,16,0,0
2,64,12,2,1,108,0,1
2,10,0,2,1,44,0,0
2,16,9,1,1,66,0,0
1,33,12,1,1,63,0,1
2,57,12,1,1,138,0,0
2,11,0,1,1,154,0,0
2,65,6,2,1,16,0,0
2,2,0,2,1,103,0,0
1,13,7,2,1,78,0,0
2,77,6,1,1,87,0,0
2,12,5,2,1,27,0,0
2,18,12,1,1,45,0,1
2,60,17,1,1,35,0,0
2,14,7,1,1,43,0,0
2,23,8,1,1,34,0,1
2,26,17,1,1,6,0,1
1,55,9,2,1,64,0,1
2,62,12,1,1,18,0,1
1,41,18,1,1,12,0,1
2,48,8,2,1,82,0,1
2,45,9,1,1,107,0,1
2,18,11,1,1,44,0,1
1,53,0,2,1,59,0,1
2,49,9,1,1,49,0,1
1,29,17,1,1,101,0,1
2,49,2,1,1,5,0,1
1,5,0,2,1,119,0,1
2,61,6,1,1,37,0,0
2,53,12,1,1,4,0,1
2,8,0,2,1,148,0,1
1,64,6,2,1,85,0,0
2,26,17,1,1,17,0,1
1,65,9,2,1,74,0,0
1,14,6,1,1,139,0,0
1,1,0,1,1,19,0,1
1,45,6,1,1,136,0,1
2,49,6,1,1,231,0,0
2,80,6,2,1,71,0,1
1,23,9,1,1,116,0,0
2,30,16,2,1,102,0,0
2,13,5,2,1,73,0,1
2,7,0,1,1,132,0,1
2,66,6,1,1,105,0,0
1,56,6,1,1,67,0,1
1,15,7,2,1,41,0,1
1,40,16,1,1,144,0,0
2,82,3,1,1,16,0,0
1,42,6,1,1,163,0,0
1,57,6,2,1,146,0,1
1,38,10,1,1,8,0,1
2,57,8,1,1,127,0,0
1,20,9,1,1,115,0,1
1,28,12,1,1,36,0,1
1,25,9,1,1,90,0,1
 , ,0,1,1,6,0,1
 , ,0,2,1,94,1,1
2,59,11,1,1,85,0,0
2,37,9,2,1,22,0,0
 , ,0,1,1,112,0,1
1,41,9,2,1,68,0,1
1,38,12,1,1,22,0,0
1,0,0,2,1,10,0,1
1,6,0,1,1,8,0,1
1,41,12,1,2,108,0,1
2,25,9,1,1,36,0,1
2,3,0,1,1,37,0,0
2,42,9,1,1,22,0,1
2,41,8,2,1,37,0,0
1,7,0,1,1,219,0,1
2,77,0,1,1,78,0,1
2,50,9,1,1,24,0,1
1,45,12,2,1,78,0,0
2,50,12,1,1,44,0,1
1,33,16,1,1,67,0,1
2,55,9,1,1,150,0,1
1,42,12,1,1,84,0,1
2,16,10,1,1,9,0,1
1,12,3,2,1,178,0,1
1,20,12,1,1,63,0,0
1,7,0,1,1,12,0,1
1,86,9,1,1,131,0,1
2,0,0,1,1,73,0,0
2,39,12,1,1,80,0,0
2,6,0,2,1,187,0,1
1,52,6,1,1,16,0,1
2,39,17,1,1,28,0,1
2,5,0,1,1,28,0,0
2,48,17,1,1,74,0,0
2,32,16,1,1,100,0,1
1,51,17,1,1,17,0,1
1,49,9,1,1,46,0,1
1,24,12,1,1,143,0,0
1,37,9,1,1,29,0,1
2,60,12,1,1,128,0,1
1,11,0,2,1,144,0,0
2,23,11,2,1,57,0,1
2,10,0,1,1,146,0,1
2,13,7,1,1,113,0,1
2,53,6,1,1,72,0,1
2,59,6,2,1,133,0,0
2,15,9,2,1,4,0,0
1,40,16,1,1,97,0,1
1,13,7,2,1,113,0,1
1,49,16,1,1,4,0,1
1,6,0,1,1,29,0,1
2,46,6,2,1,101,0,1
1,34,12,1,1,3,0,1
2,35,12,1,1,16,0,1
2,11,0,2,1,122,0,1
1,73,9,1,1,105,0,1
 , ,0,1,1,116,0,0
2,60,0,2,1,89,0,0
1,20,14,1,1,114,0,1
1,33,9,1,1,81,0,1
1,43,6,1,1,37,0,0
1,3,0,2,1,1,0,0
2,56,6,2,1,51,0,0
1,37,12,1,1,24,0,0
2,43,9,1,1,266,0,0
1,59,17,1,1,153,0,0
2,5,0,2,1,43,0,0
2,64,7,1,1,67,0,0
2,8,0,1,1,127,0,0
1,82,6,2,1,95,0,1
2,27,6,1,1,60,0,0
2,3,0,2,1,61,0,0
1,19,15,1,1,97,0,1
1,44,9,1,1,58,1,0
1,28,9,2,1,41,0,0
1,25,14,2,1,91,0,1
1,13,6,1,1,32,0,0
1,56,5,1,1,31,0,1
2,42,12,1,1,5,0,0
1,20,12,2,1,59,0,0
2,29,12,2,1,170,0,1
2,84,0,2,1,7,0,1
2,16,9,1,1,52,0,1
1,24,6,1,1,46,1,1
1,14,7,2,1,17,0,1
2,7,0,1,1,94,0,1
1,8,0,1,1,63,0,0
1,39,17,1,1,14,0,1
1,46,9,1,1,43,0,0
2,28,12,1,1,105,0,0
 , ,0,1,1,22,0,1
1,22,15,1,1,60,0,1
1,27,16,1,1,73,0,0
2,8,0,1,1,63,0,1
2,13,7,2,1,155,0,0
2,37,9,2,1,56,0,1
1,65,12,1,1,122,0,1
2,56,6,1,1,98,0,0
1,19,9,2,1,110,0,0
2,30,99,1,1,88,0,1
1,16,9,1,1,54,0,0
1,47,9,1,1,82,0,0
1,2,0,1,1,28,0,0
1,12,6,1,1,145,0,1
1,29,2,1,1,2,0,1
2,58,11,2,1,108,0,0
1,21,9,1,1,51,0,1
1,39,12,2,1,2,1,0
 , ,0,1,1,46,0,0
1,12,6,1,1,121,0,0
1,40,12,2,1,47,0,0
1,32,17,2,1,19,0,1
1,38,12,1,1,57,0,1
1,75,2,2,1,19,0,0
2,1,0,2,1,22,0,1
2,60,6,1,1,59,0,1
2,15,9,1,1,80,0,0
2,51,16,1,1,125,0,0
1,13,7,2,1,99,0,1
1,17,9,1,1,32,0,1
1,39,6,2,1,84,0,0
2,18,12,2,1,8,0,1
1,35,9,1,1,62,0,1
1,26,12,2,1,47,0,1
2,45,9,2,1,112,0,0
1,29,9,1,1,49,0,1
2,54,12,1,1,148,0,1
1,20,13,2,1,14,0,1
1,15,9,1,1,88,0,1
2,4,0,1,1,85,0,1
2,12,6,2,1,151,0,1
1,56,12,1,1,13,0,0
2,12,6,1,1,62,0,1
2,18,11,1,1,48,0,1
1,9,0,1,1,115,0,0
2,16,8,1,1,11,0,1
1,14,8,2,1,6,0,0
2,52,19,1,1,58,0,1
2,34,16,1,1,18,0,1
2,62,9,2,1,50,0,0
1,41,17,1,1,146,0,0
2,64,6,2,1,54,0,1
2,12,6,2,1,78,0,1
1,24,12,2,1,13,0,0
2,81,0,2,1,82,0,0
2,14,7,2,1,54,0,0
2,24,12,2,1,80,0,1
1,6,0,1,1,179,0,0
1,45,17,1,1,28,0,0
2,69,9,1,1,74,0,1
2,14,7,1,1,65,0,0
2,18,12,2,1,37,0,1
2,36,9,1,1,74,0,0
1,8,0,2,1,220,0,0
2,21,12,2,1,23,0,0
2,30,12,1,1,176,0,1
2,37,12,1,1,13,0,1
1,13,7,2,1,70,0,1
1,26,9,1,1,86,0,0
1,13,6,1,1,39,0,0
2,21,13,2,1,83,0,1
2,36,14,1,1,79,0,1
2,4,0,2,1,4,0,0
1,72,12,1,1,9,0,0
1,2,0,1,1,85,0,0
1,11,0,1,1,33,0,1
2,35,9,2,1,125,0,1
2,46,16,1,1,154,0,0
2,21,7,1,1,126,0,1
2,57,6,2,1,6,0,1
1,43,9,1,1,31,0,0
2,26,12,1,1,118,0,1
2,30,12,2,1,38,0,1
1,6,0,1,1,11,0,0
2,12,5,2,1,44,0,0
2,5,0,1,1,71,0,0
2,38,17,1,1,141,0,1
2,33,9,2,1,78,0,0
1,36,18,1,1,98,0,0
2,11,0,1,1,23,0,1
1,20,11,2,1,51,0,1
2,19,12,2,1,13,0,1
1,0,0,1,1,66,0,1
2,39,9,2,1,14,0,0
2,54,6,2,1,45,0,1
2,14,7,2,1,37,0,0
